Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0003938,960.213.172-11,Christian Souza,57.25,30,Administração,Curitiba
A0003939,596.909.008-54,Pedro Valente,3.75,25,Medicina,Manaus
A0003940,179.734.144-87,Ingrid Bastos,15.34,25,Administração,Brasília
A0003941,061.545.599-92,Murilo Souza,77.48,25,Direito,Brasília
A0003942,211.598.363-70,Nathan Souza,7.42,20,Medicina,Porto Alegre
A0003943,228.272.052-03,Camila Barbosa,9.08,24,Engenharia,Belo Horizonte
A0003944,461.249.379-64,Erick Neves,78.39,24,Biologia,Recife
A0003945,414.992.660-30,Daniela Cavalcante,8.18,19,Psicologia,Recife
A0003946,429.574.719-06,Ana Jesus,43.3,30,Medicina,Manaus
A0003947,286.121.765-06,Renata Garcia,84.78,27,Psicologia,Porto Alegre
A0003948,422.558.838-64,Henrique Sampaio,35.0,28,Computação,Brasília
A0003949,238.314.198-41,Samuel Reis,78.05,20,Biologia,Belo Horizonte
A0003950,651.430.876-78,Letícia Rodrigues,78.28,27,Biologia,São Paulo
A0003951,969.913.229-97,Priscila Pinheiro,67.37,21,Psicologia,Manaus
A0003952,695.768.193-93,Marcela Duarte,54.41,27,Administração,Curitiba
A0003953,792.413.671-13,Roberto Correia,72.7,25,Engenharia,Recife
A0003954,469.398.671-20,Tatiane Teixeira,87.48,23,Medicina,Rio de Janeiro
A0003955,121.064.837-75,William Campos,42.18,30,Computação,Recife
A0003956,792.858.093-40,Cássio Maciel,52.12,22,Engenharia,Rio de Janeiro
A0003957,963.100.572-00,Letícia Reis,24.6,30,Engenharia,Porto Alegre
A0003958,274.905.530-08,Rafael Ramos,97.44,21,Administração,Curitiba
A0003959,910.571.362-55,Melissa Aguiar,73.06,17,Arquitetura,Brasília
A0003960,987.734.507-23,Enzo Teixeira,9.72,26,Medicina,Brasília
A0003961,570.333.498-58,Raquel Henriques,94.95,19,Direito,São Paulo
A0003962,885.841.559-02,Wallace Castro,41.33,23,Computação,Rio de Janeiro
A0003963,988.842.624-96,Vitor Queiroz,60.24,30,Administração,Manaus
A0003964,150.832.932-00,Henrique Ribeiro,52.81,18,Medicina,Porto Alegre
A0003965,687.227.779-38,Christian Costa,28.64,24,Direito,Recife
A0003966,316.656.849-25,Camila Soares,33.1,18,Psicologia,Salvador
A0003967,476.494.392-16,Juliana Oliveira,72.03,20,Direito,Manaus
A0003968,619.782.114-14,Sérgio Xavier,15.15,23,Engenharia,Porto Alegre
A0003969,346.042.179-71,Maria Soares,74.6,23,Psicologia,São Paulo
A0003970,639.243.432-17,Vera Batista,78.79,28,Administração,Curitiba
A0003971,795.159.165-34,Carla Magalhães,96.91,19,Computação,Rio de Janeiro
A0003972,291.995.475-03,Raquel Torres,42.71,25,Psicologia,Salvador
A0003973,611.717.051-31,Alex Ribeiro,34.67,24,Engenharia,Recife
A0003974,691.634.979-48,Carla Melo,63.38,18,Administração,São Paulo
A0003975,874.281.204-62,Estevão Guimarães,2.47,26,Psicologia,Brasília
A0003976,099.655.998-15,Renan Assis,6.78,26,Administração,Porto Alegre
A0003977,059.274.491-40,Beatriz Araújo,52.6,21,Engenharia,Rio de Janeiro
A0003978,799.937.162-94,Paulo Carneiro,94.0,25,Psicologia,Curitiba
A0003979,419.304.618-44,Ana Jesus,36.8,28,Biologia,Porto Alegre
A0003980,962.092.225-52,Alex Pacheco,82.93,23,Engenharia,Brasília
A0003981,902.705.002-35,Marina Monteiro,36.41,25,Arquitetura,Recife
A0003982,358.002.095-10,Thiago Rodrigues,30.41,22,Engenharia,Brasília
A0003983,925.572.651-01,Marina Cardoso,9.19,24,Medicina,Porto Alegre
A0003984,968.245.333-00,Guilherme Albuquerque,67.39,28,Psicologia,Porto Alegre
A0003985,412.847.505-07,Julio Reis,50.0,18,Psicologia,Rio de Janeiro
A0003986,475.088.868-01,Cátia Moura,53.05,19,Computação,Porto Alegre
A0003987,206.817.008-66,Alan Ferraz,23.92,27,Direito,Rio de Janeiro
A0003988,569.538.033-20,Luiz Magalhães,73.53,26,Engenharia,São Paulo
A0003989,244.522.144-79,Julio Guimarães,32.01,29,Psicologia,Manaus
A0003990,806.771.874-16,Lucas Peixoto,24.56,20,Administração,Salvador
A0003991,280.601.912-50,Stephanie Ribeiro,69.19,29,Medicina,Rio de Janeiro
A0003992,513.471.798-28,Cláudio Peixoto,52.89,18,Psicologia,Salvador
A0003993,517.458.505-03,Vitor Figueiredo,38.64,26,Direito,Recife
A0003994,374.698.797-06,Cláudio Teixeira,59.77,20,Biologia,Curitiba
A0003995,885.372.784-59,Alan Henriques,84.97,17,Administração,Recife
A0003996,872.598.038-60,Débora Assis,72.29,30,Engenharia,São Paulo
A0003997,573.048.665-00,Ingrid Figueiredo,16.99,20,Direito,Manaus
A0003998,468.173.668-60,Larissa Carneiro,23.25,19,Engenharia,Belo Horizonte
A0003999,949.864.565-55,Jéssica Sampaio,23.58,23,Administração,Rio de Janeiro
A0004000,290.771.468-65,Simone Bastos,26.68,23,Direito,Brasília
A0004001,821.806.819-84,Erick Pimentel,98.25,17,Computação,Recife
A0004002,232.005.044-20,Abner Dutra,65.68,30,Psicologia,Brasília
A0004003,493.310.293-73,Tatiane Andrade,17.98,18,Medicina,Rio de Janeiro
A0004004,541.023.446-40,Manuela Padilha,18.78,19,Psicologia,Manaus
A0004005,002.965.367-33,Jorge Teixeira,10.14,24,Medicina,Manaus
A0004006,281.030.092-53,Bruna Ramos,10.71,28,Biologia,Manaus
A0004007,480.851.312-93,Beatriz Saraiva,97.76,17,Administração,Porto Alegre
A0004008,870.106.120-80,Gabriel Ramos,53.89,19,Psicologia,Rio de Janeiro
A0004009,268.012.746-35,Ingrid Garcia,33.01,19,Biologia,Rio de Janeiro
A0004010,198.288.518-14,Camila Sampaio,72.02,17,Psicologia,São Paulo
A0004011,335.257.995-43,Erick Maciel,53.11,22,Medicina,Rio de Janeiro
A0004012,563.887.780-03,Stephanie Carneiro,70.8,22,Arquitetura,Salvador
A0004013,720.122.049-70,Michael Magalhães,46.25,20,Administração,Belo Horizonte
A0004014,297.769.525-77,Hélio Carneiro,75.21,27,Arquitetura,Curitiba
A0004015,317.578.101-29,Camila Figueiredo,61.77,26,Psicologia,Recife
A0004016,321.528.463-46,Matheus Carneiro,97.82,26,Administração,Recife
A0004017,890.680.394-07,Raquel Pimentel,39.48,18,Medicina,Salvador
A0004018,910.773.686-07,Thiago Xavier,21.67,24,Computação,Brasília
A0004019,135.962.799-50,Flávia Figueiredo,50.31,19,Direito,Rio de Janeiro
A0004020,567.774.418-24,Sérgio Saraiva,32.52,27,Psicologia,São Paulo
A0004021,933.681.570-94,Simone Santos,4.94,21,Arquitetura,Salvador
A0004022,062.220.075-54,Raquel Portela,29.24,18,Administração,Porto Alegre
A0004023,077.701.090-94,Melissa Ribeiro,59.2,24,Administração,Recife
A0004024,101.929.198-22,Adriel Reis,37.99,28,Biologia,Manaus
A0004025,441.058.985-74,Samuel Teixeira,30.11,22,Computação,Porto Alegre
A0004026,401.778.390-23,Daniela Coelho,83.25,27,Medicina,Salvador
A0004027,648.670.205-24,Raquel Garcia,13.92,23,Medicina,Porto Alegre
A0004028,545.860.392-30,Vitória Correia,59.54,26,Biologia,Recife
A0004029,065.240.374-30,William Moreira,56.57,20,Engenharia,Rio de Janeiro
A0004030,285.770.091-14,Sérgio Aguiar,37.33,29,Direito,Rio de Janeiro
A0004031,884.727.384-69,Simone Ribeiro,65.85,23,Engenharia,Recife
A0004032,027.526.852-70,Elaine Cavalcante,54.3,22,Psicologia,Manaus
A0004033,705.680.621-08,Antonio Cruz,60.24,26,Medicina,Brasília
A0004034,092.548.466-00,Marcelo Sampaio,86.25,20,Administração,Manaus
A0004035,676.867.284-39,Igor Padilha,64.18,30,Psicologia,Belo Horizonte
A0004036,192.279.386-80,Gabriela Machado,10.71,28,Computação,Manaus
A0004037,135.759.729-07,Caio Ribeiro,62.61,18,Psicologia,Recife
A0004038,800.461.719-08,Isabela Melo,48.17,19,Administração,Salvador
A0004039,617.941.532-33,Fernanda Campos,65.44,26,Engenharia,Rio de Janeiro
A0004040,747.587.312-92,Melissa Gomes,46.39,20,Direito,Recife
A0004041,831.794.481-64,Antonio Bastos,34.57,18,Biologia,Recife
A0004042,683.774.507-71,Marcela Medeiros,1.93,17,Arquitetura,Salvador
A0004043,778.836.124-09,Amanda Borges,72.55,25,Psicologia,Brasília
A0004044,248.493.324-04,Evandro Mendes,46.89,18,Biologia,Brasília
A0004045,537.443.364-41,Michele Dutra,66.56,22,Psicologia,Recife
A0004046,641.806.016-48,Priscila Antunes,96.44,24,Arquitetura,São Paulo
A0004047,939.045.357-73,Sofia Novaes,11.22,21,Biologia,Brasília
A0004048,483.931.246-03,Alan Pimentel,38.03,29,Psicologia,Belo Horizonte
A0004049,361.776.144-50,William Novaes,85.11,24,Engenharia,Porto Alegre
A0004050,626.737.593-52,Yuri Soares,94.82,19,Engenharia,São Paulo
A0004051,540.759.987-20,Vitor Padilha,53.75,18,Psicologia,Manaus
A0004052,047.902.715-36,Nicole Garcia,57.79,29,Direito,São Paulo
A0004053,099.788.023-63,Maurício Araújo,21.68,19,Arquitetura,Brasília
A0004054,019.830.935-05,Stephanie Bastos,53.42,18,Psicologia,Belo Horizonte
A0004055,887.325.772-06,Carolina Ferraz,25.76,23,Engenharia,Rio de Janeiro
A0004056,705.562.771-04,Isabela Torres,9.69,24,Psicologia,São Paulo
A0004057,940.781.846-26,Roberta Saraiva,98.09,19,Psicologia,Recife
A0004058,217.470.901-58,Enzo Chagas,89.14,30,Psicologia,Manaus
A0004059,074.926.414-43,Jackson Coelho,81.52,27,Administração,Curitiba
A0004060,053.787.236-12,Roberta Morais,23.12,18,Biologia,Recife
A0004061,347.273.854-57,Luciana Reis,76.16,27,Engenharia,Rio de Janeiro
A0004062,795.308.540-21,Frederico Queiroz,27.41,18,Biologia,Salvador
A0004063,569.291.318-65,Giselle Miranda,59.52,25,Administração,Rio de Janeiro
A0004064,688.717.707-22,Michael Dias,82.55,28,Psicologia,Brasília
A0004065,537.529.292-00,Vitória Antunes,53.21,24,Engenharia,Salvador
A0004066,489.202.858-45,Fernando Albuquerque,29.18,20,Computação,São Paulo
A0004067,480.490.149-32,Stephanie Azevedo,63.44,20,Biologia,São Paulo
A0004068,076.909.036-22,Aline Almeida,50.38,24,Administração,Rio de Janeiro
A0004069,500.673.654-26,Evandro Moreira,4.05,19,Direito,Curitiba
A0004070,756.480.971-07,Francisco Ferraz,0.22,27,Biologia,Manaus
A0004071,803.853.516-23,Vitória Costa,38.06,24,Engenharia,Manaus
A0004072,875.869.834-53,Melissa Assis,15.52,24,Administração,Belo Horizonte
A0004073,275.575.778-76,Rodrigo Melo,23.03,25,Psicologia,Rio de Janeiro
A0004074,380.125.219-11,Camila Borges,8.82,18,Engenharia,Curitiba
A0004075,470.155.791-97,Elaine Cruz,28.42,25,Computação,Recife
A0004076,579.071.141-36,Leonardo Medeiros,8.43,18,Direito,Recife
A0004077,387.778.552-21,Beatriz Soares,90.77,29,Computação,São Paulo
A0004078,258.326.582-21,Priscila Tavares,81.88,26,Biologia,Manaus
A0004079,900.076.452-10,Gustavo Fonseca,14.37,22,Computação,Salvador
A0004080,555.603.436-25,Flávia Cavalcante,73.44,24,Administração,Porto Alegre
A0004081,024.594.456-79,Gabriel Brandão,48.64,21,Medicina,Belo Horizonte
A0004082,971.159.775-69,Levi Antunes,28.71,21,Administração,Manaus
A0004083,288.342.593-00,Beatriz Queiroz,30.92,18,Engenharia,Curitiba
A0004084,895.888.351-00,Vitor Barbosa,5.2,25,Engenharia,Curitiba
A0004085,909.479.413-63,Daniel Cunha,53.89,26,Arquitetura,Brasília
A0004086,230.567.222-50,Alexandre Machado,16.15,22,Psicologia,Salvador
A0004087,221.171.406-45,Emerson Cavalcante,21.04,20,Direito,Salvador
A0004088,805.993.146-64,Talita Freitas,41.91,19,Medicina,Porto Alegre
A0004089,435.475.941-11,Carla Melo,28.57,28,Biologia,Porto Alegre
A0004090,109.382.046-29,Bruno Pereira,69.89,28,Biologia,São Paulo
A0004091,119.162.000-01,Giselle Cruz,51.47,24,Direito,Salvador
A0004092,818.416.722-97,Julio Barbosa,34.0,29,Medicina,Porto Alegre
A0004093,690.929.071-20,Isaque Portela,20.77,22,Arquitetura,Brasília
A0004094,572.590.521-71,João Pacheco,15.73,30,Medicina,Recife
A0004095,495.409.944-70,Adriel Coelho,52.91,27,Engenharia,Recife
A0004096,363.214.535-01,Renan Brandão,56.04,25,Medicina,São Paulo
A0004097,195.686.167-05,Giselle Ramos,15.7,29,Direito,Salvador
A0004098,836.144.896-98,Giselle Castro,71.98,27,Engenharia,Brasília
A0004099,844.451.533-70,Vinícius Tavares,33.05,30,Engenharia,Rio de Janeiro
A0004100,709.677.384-31,Henrique Souza,94.24,25,Computação,São Paulo
A0004101,495.452.881-08,Simone Branco,72.08,30,Engenharia,Curitiba
A0004102,051.720.392-87,Joana Dias,16.23,21,Direito,Manaus
A0004103,826.330.198-03,Julio Conceição,10.89,22,Arquitetura,São Paulo
A0004104,351.400.726-88,Letícia Duarte,30.35,29,Medicina,São Paulo
A0004105,795.348.766-74,Matheus Viana,80.39,20,Biologia,Porto Alegre
A0004106,529.285.842-00,Yasmin Cardoso,55.32,17,Administração,Porto Alegre
A0004107,107.703.825-92,Ivan Pimentel,35.65,21,Biologia,Rio de Janeiro
A0004108,745.975.329-78,Camila Saraiva,22.2,18,Direito,São Paulo
A0004109,848.697.053-97,Samuel Padilha,30.82,22,Psicologia,Porto Alegre
A0004110,354.424.601-50,Davi Figueiredo,49.18,18,Administração,Manaus
A0004111,681.789.251-17,Lucas Soares,54.61,30,Arquitetura,Porto Alegre
A0004112,761.523.011-06,Alan Cruz,29.02,20,Engenharia,Belo Horizonte
A0004113,023.990.401-04,Isabela Miranda,32.76,22,Engenharia,Salvador
A0004114,611.493.866-65,Paula Freitas,80.82,27,Engenharia,Brasília
A0004115,307.362.222-51,Elaine Ferreira,88.31,17,Direito,Salvador
A0004116,028.944.443-89,Cátia Reis,64.67,25,Direito,Salvador
A0004117,352.267.712-90,Débora Souza,34.41,29,Psicologia,Recife
A0004118,890.537.792-05,Renata Araújo,26.23,26,Computação,Recife
A0004119,865.659.165-78,Frederico Guimarães,73.99,20,Administração,Recife
A0004120,995.935.829-16,Amanda Miranda,56.84,17,Arquitetura,Salvador
A0004121,925.120.718-63,Jackson Brandão,84.04,19,Engenharia,Brasília
A0004122,382.794.847-95,Samuel Coelho,33.95,22,Direito,Manaus
A0004123,969.953.528-82,Nicole Vasconcelos,45.45,29,Direito,Rio de Janeiro
A0004124,861.553.163-33,Yuri Cunha,0.9,27,Computação,Brasília
A0004125,493.018.419-32,Giselle Medeiros,77.97,17,Arquitetura,Curitiba
A0004126,909.980.958-18,Marcos Cruz,21.26,23,Administração,Salvador
A0004127,968.159.779-60,Gustavo Oliveira,82.28,18,Biologia,Salvador
A0004128,065.322.007-35,Gustavo Sampaio,68.68,28,Direito,Salvador
A0004129,998.943.441-78,Lúcia Castro,58.4,23,Medicina,Brasília
A0004130,720.223.660-50,Patrícia Novaes,47.77,28,Direito,Manaus
A0004131,847.494.828-20,Sofia Mendes,35.85,19,Computação,São Paulo
A0004132,743.324.673-88,Rafael Nascimento,62.75,21,Medicina,Curitiba
A0004133,695.461.768-77,Erick Campos,12.56,19,Psicologia,Recife
A0004134,688.317.179-79,Stephanie Branco,65.68,28,Arquitetura,São Paulo
A0004135,047.964.096-37,Giselle Gomes,23.23,24,Biologia,Belo Horizonte
A0004136,190.800.515-78,Sofia Reis,46.79,18,Medicina,Curitiba
A0004137,541.987.818-69,Isaque Ferraz,95.31,26,Direito,Recife
A0004138,030.262.792-85,Alexandre Lima,82.89,21,Biologia,Salvador
A0004139,004.640.114-85,Eliane Peixoto,27.44,25,Computação,Manaus
A0004140,249.508.171-16,Maria Novaes,68.99,28,Arquitetura,Curitiba
A0004141,558.562.769-49,Larissa Cardoso,83.76,30,Biologia,Rio de Janeiro
A0004142,927.325.583-38,Priscila Azevedo,67.81,19,Arquitetura,São Paulo
A0004143,495.417.498-87,Simone Batista,59.1,29,Psicologia,Belo Horizonte
A0004144,048.523.221-98,Tatiane Freitas,58.25,24,Computação,Recife
A0004145,738.148.699-74,Juliana Cardoso,67.3,17,Computação,Recife
A0004146,893.457.257-41,Maurício Batista,67.88,21,Direito,Belo Horizonte
A0004147,463.904.224-82,Enzo Dutra,32.12,28,Arquitetura,Recife
A0004148,523.638.565-20,Flávia Novaes,58.99,28,Medicina,Rio de Janeiro
A0004149,463.146.735-50,Débora Cunha,12.94,20,Computação,Salvador
A0004150,893.667.330-00,Tatiane Ribeiro,17.66,28,Psicologia,Porto Alegre
A0004151,166.756.802-77,Pedro Coelho,10.76,23,Computação,Porto Alegre
A0004152,188.145.114-38,Michele Henriques,30.75,23,Arquitetura,Belo Horizonte
A0004153,293.579.705-17,Aline Monteiro,47.69,19,Engenharia,Manaus
A0004154,659.779.163-02,Nathan Castro,29.49,19,Psicologia,Salvador
A0004155,588.930.549-22,Ivan Torres,65.35,28,Psicologia,Brasília
A0004156,325.690.588-90,Luiz Gonçalves,18.92,25,Arquitetura,São Paulo
A0004157,482.291.696-08,Stephanie Cardoso,44.7,23,Psicologia,Manaus
A0004158,110.351.585-31,Elaine Magalhães,76.2,20,Biologia,Recife
A0004159,636.436.699-68,Alan Pereira,63.15,28,Direito,Curitiba
A0004160,757.427.211-53,Wallace Correia,82.07,28,Direito,Rio de Janeiro
A0004161,354.798.668-00,Marcela Pimentel,71.25,20,Direito,Curitiba
A0004162,835.590.315-32,Marina Farias,91.42,26,Direito,Belo Horizonte
A0004163,139.879.681-68,Abner Ferreira,21.74,19,Psicologia,Brasília
A0004164,483.512.644-07,Raquel Peixoto,15.41,18,Psicologia,Belo Horizonte
A0004165,849.594.761-76,Marcos Maciel,69.8,18,Engenharia,São Paulo
A0004166,623.922.352-28,Marcela Teixeira,93.55,29,Administração,Porto Alegre
A0004167,873.332.422-00,Lucas Bastos,45.56,23,Administração,Brasília
A0004168,371.412.818-27,Davi Medeiros,58.67,21,Engenharia,Porto Alegre
A0004169,028.694.179-18,Vanessa Guimarães,92.04,27,Computação,Belo Horizonte
A0004170,090.203.747-10,Frederico Azevedo,27.79,21,Psicologia,Manaus
A0004171,952.951.885-40,Patrícia Maia,54.4,29,Biologia,Curitiba
A0004172,241.891.933-13,Vinícius Portela,46.13,24,Administração,São Paulo
A0004173,726.147.267-02,Yasmin Alves,93.63,19,Arquitetura,São Paulo
A0004174,944.975.373-31,Natália Soares,38.96,20,Administração,Belo Horizonte
A0004175,549.026.385-76,Cátia Guimarães,35.81,28,Arquitetura,Rio de Janeiro
A0004176,463.891.446-28,Felipe Monteiro,88.85,28,Biologia,Recife
A0004177,247.833.455-03,Samuel Novaes,45.33,23,Biologia,Brasília
A0004178,041.293.501-53,Cristiane Pinheiro,2.86,21,Direito,Recife
A0004179,183.173.022-70,Débora Jesus,20.95,29,Medicina,Belo Horizonte
A0004180,829.020.558-97,Samuel Xavier,26.88,29,Medicina,Manaus
A0004181,582.095.290-13,Daniel Rocha,66.76,21,Direito,Rio de Janeiro
A0004182,930.949.973-76,Daniela Padilha,6.76,17,Medicina,Belo Horizonte
A0004183,923.718.934-63,Vinícius Ferreira,88.48,30,Psicologia,Belo Horizonte
A0004184,636.887.867-34,Carla Alves,71.14,29,Engenharia,Curitiba
A0004185,634.709.267-00,Priscila Lima,92.14,22,Computação,Recife
A0004186,727.616.614-78,Manuela Reis,19.74,23,Direito,Salvador
A0004187,251.859.011-01,Priscila Maia,59.35,17,Biologia,Belo Horizonte
A0004188,877.495.907-73,Douglas Tavares,9.68,24,Direito,Manaus
A0004189,017.312.784-38,Leonardo Coelho,17.47,24,Medicina,Manaus
A0004190,334.664.931-88,Carlos Jesus,9.04,19,Arquitetura,Curitiba
A0004191,292.678.901-74,Antonio Farias,41.47,26,Administração,Belo Horizonte
A0004192,755.206.163-45,Daniela Soares,44.5,25,Administração,Rio de Janeiro
A0004193,699.366.117-99,Clara Machado,52.08,17,Computação,Brasília
A0004194,976.900.081-78,Débora Jesus,74.0,25,Arquitetura,Manaus
A0004195,434.853.244-34,Marcelo Sampaio,97.26,17,Administração,Curitiba
A0004196,358.374.404-70,André Pacheco,80.92,24,Medicina,Curitiba
A0004197,544.385.648-08,Stephanie Vieira,98.48,20,Computação,Salvador
A0004198,148.640.960-15,Caio Silva,11.92,22,Engenharia,Porto Alegre
A0004199,331.046.125-44,Julio Pinheiro,34.97,18,Administração,Recife
A0004200,855.040.413-68,Gabriel Miranda,70.22,18,Medicina,São Paulo
A0004201,025.663.985-00,Lúcia Magalhães,69.67,25,Medicina,Manaus
A0004202,221.950.856-06,Isaque Padilha,33.59,30,Direito,Brasília
A0004203,495.749.704-42,Sandra Melo,0.24,21,Computação,Salvador
A0004204,208.832.251-58,Adriel Monteiro,85.34,18,Engenharia,Salvador
A0004205,718.516.291-22,Vitor Carvalho,68.67,18,Administração,Rio de Janeiro
A0004206,009.626.270-20,Manuela Saraiva,49.2,25,Arquitetura,Salvador
A0004207,252.371.140-08,Rafael Costa,10.19,22,Administração,Salvador
A0004208,250.900.743-21,Arthur Henriques,80.45,28,Computação,São Paulo
A0004209,544.721.609-51,Jéssica Costa,34.13,24,Administração,São Paulo
A0004210,044.124.142-56,Eliane Miranda,61.82,23,Computação,Rio de Janeiro
A0004211,941.061.125-31,Giselle Mendes,33.75,22,Medicina,Manaus
A0004212,760.401.524-78,Sérgio Reis,68.58,29,Computação,Salvador
A0004213,310.722.467-75,Vanessa Azevedo,13.22,21,Direito,Brasília
A0004214,771.966.765-48,Marina Nogueira,96.85,19,Engenharia,Manaus
A0004215,984.266.861-41,Guilherme Soares,73.07,19,Computação,Rio de Janeiro
A0004216,107.697.078-82,Juliana Castro,18.5,17,Computação,Manaus
A0004217,498.543.062-59,Nathan Ferraz,61.26,19,Direito,Curitiba
A0004218,409.103.472-12,Patrícia Carvalho,85.08,29,Biologia,Brasília
A0004219,990.030.037-85,Matheus Alves,70.01,24,Administração,Porto Alegre
A0004220,878.555.174-05,Rafael Figueira,80.38,30,Administração,São Paulo
A0004221,778.611.546-37,Diego Almeida,25.04,29,Administração,Curitiba
A0004222,530.310.697-73,Cláudio Jesus,92.5,22,Engenharia,Belo Horizonte
A0004223,918.220.067-08,Gustavo Araújo,95.6,29,Computação,Recife
A0004224,638.427.675-52,Beatriz Farias,29.65,19,Engenharia,Rio de Janeiro
A0004225,627.028.006-02,Roberto Portela,20.92,20,Arquitetura,Rio de Janeiro
A0004226,078.207.089-21,Talita Gomes,77.26,25,Administração,Manaus
A0004227,951.886.682-11,Guilherme Xavier,11.65,27,Engenharia,Manaus
A0004228,995.911.529-14,Francisco Aguiar,10.89,17,Psicologia,São Paulo
A0004229,563.433.685-66,Michele Cavalcante,43.37,29,Biologia,Brasília
A0004230,801.898.993-10,Michael Barbosa,21.97,26,Administração,Manaus
